number of query genes: 152
hit	support	identity	queries
NCU02322-t26_1 (mannose-6-phosphate isomerase)	2	new	NCU10359-t26_1, NCU05188-t26_1
NCU07061-t26_1 (hypothetical protein)	2	new	NCU10359-t26_1, NCU10537-t26_1
NCU03801-t26_1 (phosphatase-11)	2	new	NCU10359-t26_1, NCU00832-t26_1
NCU02287-t26_1 (acyl-CoA dehydrogenase)	2	new	NCU10359-t26_1, NCU05188-t26_1
NCU09479-t26_1 (hypothetical protein)	2	new	NCU07582-t26_1, NCU04496-t26_1
NCU04081-t26_1 (guanine triphosphate binding-20)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU05254-t26_1 (Ribose-phosphate pyrophosphokinase)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU04618-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU02046-t26_1
NCU05224-t26_1 (uridine-cytidine kinase 2)	2	new	NCU02246-t26_1, NCU00821-t26_1
NCU02658-t26_1 (cell wall-3)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU09230-t26_1 (Cystathionine gamma-lyase)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU02104-t26_1 (WD domain-containing protein)	2	new	NCU02246-t26_1, NCU01463-t26_1
NCU02779-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU01463-t26_1
NCU10063-t26_1 (sugar isomerase)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU07824-t26_1 (MDM10)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU09935-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU10610-t26_1
NCU08788-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU00821-t26_1
NCU01455-t26_1 (Signal recognition particle protein)	2	new	NCU02246-t26_1, NCU00821-t26_1
NCU10904-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU01463-t26_1
NCU07263-t26_1 (carnitine/acyl carnitine carrier)	2	new	NCU02246-t26_1, NCU00821-t26_1
NCU00742-t26_1 (glycerol-3-phosphate dehydrogenase)	2	new	NCU02246-t26_1, NCU00821-t26_1
NCU04525-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU01463-t26_1
NCU07195-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU03035-t26_1
NCU01397-t26_1 (hypothetical protein)	2	new	NCU02246-t26_1, NCU01463-t26_1
NCU04088-t26_1 (hypothetical protein)	2	new	NCU01509-t26_1, NCU02988-t26_1
NCU04902-t26_1 (sodium-hydrogen antiporter)	2	new	NCU05681-t26_1, NCU01463-t26_1
NCU08527-t26_1 (hypothetical protein)	2	new	NCU05681-t26_1, NCU01463-t26_1
NCU08857-t26_1 (hypothetical protein)	2	new	NCU05681-t26_1, NCU01463-t26_1
NCU06910-t26_3 (Cell wall integrity and stress response component 1)	2	new	NCU05137-t26_1, NCU02020-t26_1
NCU06910-t26_2 (Cell wall integrity and stress response component 1)	2	new	NCU05137-t26_1, NCU02020-t26_1
NCU06910-t26_1 (Cell wall integrity and stress response component 1)	2	new	NCU05137-t26_1, NCU02020-t26_1
NCU09906-t26_1 (hypothetical protein)	2	new	NCU05137-t26_1, NCU04928-t26_1
NCU10865-t26_1 (hypothetical protein)	2	new	NCU05137-t26_1, NCU04928-t26_1
NCU09904-t26_1 (glucan 1,3-beta-glucosidase)	2	new	NCU05137-t26_1, NCU04928-t26_1
NCU09955-t26_1 (hypothetical protein)	2	query	NCU09337-t26_1, NCU09954-t26_1
NCU07582-t26_1 (hypothetical protein)	2	query	NCU09337-t26_1, NCU04496-t26_1
NCU16807-t26_1 (hypothetical protein)	2	query	NCU16806-t26_1, NCU04488-t26_1
NCU00080-t26_1 (DUF1295 domain-containing protein)	2	new	NCU10537-t26_1, NCU04343-t26_1
NCU09821-t26_1 (oxidoreductase)	2	new	NCU10537-t26_1, NCU04343-t26_1
NCU02540-t26_1 (meiotic expression up-regulated protein 14)	2	new	NCU10537-t26_1, NCU04343-t26_1
NCU07407-t26_1 (MutS2 protein)	2	new	NCU10052-t26_1, NCU04343-t26_1
NCU08331-t26_2 (hypothetical protein, variant 1)	2	new	NCU10052-t26_1, NCU04343-t26_1
NCU01873-t26_1 (hypothetical protein)	2	new	NCU10052-t26_1, NCU04343-t26_1
NCU00456-t26_1 (hypothetical protein)	2	new	NCU08224-t26_1, NCU05188-t26_1
NCU08231-t26_1 (acyltransferase)	2	new	NCU08224-t26_1, NCU05188-t26_1
NCU09532-t26_1 (L-threo-3-deoxy-hexulosonate aldolase)	2	new	NCU08224-t26_1, NCU05188-t26_1
NCU01815-t26_1 (hypothetical protein)	2	new	NCU08224-t26_1, NCU16364-t26_1
NCU07474-t26_1 (ergot alkaloid biosynthetic protein A)	2	new	NCU08224-t26_1, NCU05188-t26_1
NCU07454-t26_1 (MAC1 interacting protein 1)	2	new	NCU08224-t26_1, NCU05188-t26_1
NCU16555-t26_3 (hypothetical protein, variant 2)	2	query	NCU16555-t26_1, NCU16555-t26_2
NCU16555-t26_2 (hypothetical protein, variant 1)	2	query	NCU16555-t26_1, NCU16555-t26_3
NCU16555-t26_1 (hypothetical protein)	2	query	NCU16555-t26_2, NCU16555-t26_3
NCU09694-t26_1 (hypothetical protein)	2	new	NCU09693-t26_1, NCU09693-t26_2
NCU04907-t26_1 (hypothetical protein)	2	new	NCU09505-t26_1, NCU04996-t26_1
NCU05061-t26_1 (hypothetical protein)	2	new	NCU09356-t26_1, NCU09357-t26_1
NCU06294-t26_1 (hypothetical protein)	2	query	NCU09356-t26_1, NCU09357-t26_1
NCU12130-t26_1 (hypothetical protein)	2	new	NCU05948-t26_1, NCU05948-t26_2
NCU00980-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU02558-t26_1
NCU16375-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU05917-t26_1
NCU04362-t26_1 (pre-mRNA-splicing factor cwc-26)	2	new	NCU03035-t26_1, NCU02558-t26_1
NCU01312-t26_1 (myb-like DNA-binding protein myb-1)	2	new	NCU03035-t26_1, NCU02988-t26_1
NCU00291-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU08667-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU09899-t26_1 (Frp1)	2	new	NCU03035-t26_1, NCU02558-t26_1
NCU06341-t26_2 (MFS transporter, variant 1)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU03464-t26_1 (transcription factor-12)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU07327-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU01463-t26_1
NCU08342-t26_1 (COP9 signalosome complex subunit 7a)	2	new	NCU03035-t26_1, NCU01463-t26_1
NCU00184-t26_1 (hypothetical protein)	2	new	NCU03035-t26_1, NCU02558-t26_1
NCU10696-t26_1 (RO10)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU16397-t26_1 (nuclear polyadenylated RNA-binding protein Nab2)	2	new	NCU03035-t26_1, NCU02558-t26_1
NCU11314-t26_1 (Ste24-like-2)	2	new	NCU03035-t26_1, NCU05798-t26_1
NCU02688-t26_1 (ubiquitin-conjugating enzyme-10)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU09000-t26_1 (fyv-10)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU08556-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU02362-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU01225-t26_1 (ubiquitin-conjugating enzyme-13)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU09207-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU09260-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU09792-t26_1 (mitochondrial carrier-40)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU05385-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU09419-t26_1 (cytochrome P450 3A4)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU17116-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU01174-t26_1 (anaphase-promoting complex subunit CDC23)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU02382-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU01427-t26_1 (geranylgeranyl pyrophosphate synthetase)	2	new	NCU01463-t26_1, NCU00821-t26_1
NCU02659-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU05917-t26_1
NCU06146-t26_1 (Septal pore-associated protein, putative)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU08386-t26_1 (hypothetical protein)	2	new	NCU01463-t26_1, NCU00832-t26_1
NCU02956-t26_1 (aspartic proteinase)	2	new	NCU02950-t26_1, NCU05798-t26_1
NCU17263-t26_1 (hypothetical protein)	2	new	NCU07353-t26_1, NCU06326-t26_1
NCU09976-t26_1 (rhamnogalacturonan acetylesterase)	2	new	NCU07353-t26_1, NCU06326-t26_1
NCU03294-t26_1 (hypothetical protein)	2	query	NCU09193-t26_1, NCU04496-t26_1
NCU03214-t26_1 (endoplamic reticulum-2)	2	new	NCU00832-t26_1, NCU05149-t26_1
NCU07003-t26_1 (hypothetical protein)	2	new	NCU00832-t26_1, NCU07736-t26_1
NCU04025-t26_1 (hypothetical protein)	2	new	NCU00832-t26_1, NCU09428-t26_1
NCU07210-t26_1 (hypothetical protein)	2	new	NCU00832-t26_1, NCU05149-t26_1
NCU05151-t26_1 (phosphoketolase-1)	2	new	NCU05149-t26_1, NCU05188-t26_1
NCU11291-t26_1 (hypothetical protein)	2	new	NCU04928-t26_1, NCU05126-t26_1
NCU05964-t26_1 (developmental regulator VosA)	2	new	NCU04928-t26_1, NCU05126-t26_1
NCU09964-t26_1 (hypothetical protein)	2	new	NCU04928-t26_1, NCU04058-t26_1
NCU10572-t26_2 (short chain oxidoreductase, variant 1)	2	new	NCU04928-t26_1, NCU05126-t26_1
NCU10572-t26_1 (short chain oxidoreductase)	2	new	NCU04928-t26_1, NCU05126-t26_1
NCU04211-t26_1 (hypothetical protein)	2	new	NCU04928-t26_1, NCU05126-t26_1
NCU04909-t26_1 (hypothetical protein)	2	new	NCU09428-t26_1, NCU04910-t26_1
NCU10276-t26_1 (hypothetical protein)	2	new	NCU04542-t26_1, NCU07760-t26_1
NCU08965-t26_1 (hypothetical protein)	2	new	NCU02558-t26_1, NCU02988-t26_1
NCU10539-t26_1 (hypothetical protein)	2	new	NCU02086-t26_1, NCU04910-t26_1
NCU08179-t26_1 (hypothetical protein)	2	new	NCU06326-t26_1, NCU05188-t26_1
NCU06861-t26_1 (glycosyl hydrolase family 43 protein)	2	new	NCU06326-t26_1, NCU05188-t26_1
NCU05882-t26_1 (cellulase)	2	new	NCU06326-t26_1, NCU05188-t26_1
NCU03803-t26_1 (sorbitol utilization protein SOU2)	2	new	NCU06326-t26_1, NCU05188-t26_1
NCU06607-t26_1 (hypothetical protein)	2	query	NCU02344-t26_1, NCU04997-t26_1
NCU00710-t26_1 (Acetyl xylan esterase)	2	new	NCU02344-t26_1, NCU09764-t26_1
NCU07581-t26_1 (hypothetical protein)	2	new	NCU04997-t26_1, NCU04496-t26_1
NCU04906-t26_1 (hypothetical protein)	2	new	NCU03013-t26_1, NCU03013-t26_2
NCU07737-t26_1 (Salicylate hydroxylase)	2	new	NCU07736-t26_1, NCU05126-t26_1
NCU15834-t26_1 (hypothetical protein)	2	new	NCU01926-t26_1, NCU01926-t26_2
NCU07853-t26_1 (uricase-1)	2	new	NCU01926-t26_1, NCU01926-t26_2
NCU16775-t26_1 (Septal pore-associated protein 6)	2	new	NCU08847-t26_1, NCU08847-t26_2
NCU02307-t26_1 (hypothetical protein)	2	new	NCU08847-t26_1, NCU08847-t26_2
NCU06326-t26_1 (pectate lyase 1)	2	query	NCU05126-t26_1, NCU05188-t26_1
NCU09117-t26_1 (extracellular cell wall glucanase Crf1)	1	new	NCU04645-t26_1
NCU05276-t26_1 (Yip1 domain family)	1	new	NCU04645-t26_1
NCU09237-t26_1 (KH domain RNA binding protein)	1	new	NCU04645-t26_1
NCU06845-t26_1 (short chain dehydrogenase/reductase)	1	new	NCU04645-t26_1
NCU00193-t26_1 (GPI mannosyltransferase 3)	1	new	NCU05836-t26_1
NCU00366-t26_1 (eukaryotic translation initiation factor 5)	1	new	NCU05836-t26_1
NCU06145-t26_1 (RING-6)	1	new	NCU05836-t26_1
NCU08363-t26_1 (MPU1p)	1	new	NCU05836-t26_1
NCU03216-t26_1 (Adenylate kinase)	1	new	NCU05836-t26_1
NCU09608-t26_1 (ribonuclease H2 subunit A)	1	new	NCU05836-t26_1
NCU02791-t26_1 (hypothetical protein)	1	new	NCU05836-t26_1
NCU03527-t26_1 (hypothetical protein)	1	new	NCU05836-t26_1
NCU00056-t26_1 (3-oxoacyl-[acyl-carrier-protein]-synthase)	1	new	NCU05836-t26_1
NCU06167-t26_1 (MFS monocarboxylate transporter)	1	new	NCU05836-t26_1
NCU02176-t26_1 (hypothetical protein)	1	new	NCU05836-t26_1
NCU05433-t26_1 (hypothetical protein)	1	new	NCU05836-t26_1
NCU04155-t26_1 (exosome exonuclease-5)	1	new	NCU05836-t26_1
NCU00027-t26_1 (hypothetical protein)	1	new	NCU05836-t26_1
NCU02538-t26_1 (coatomer zeta subunit)	1	new	NCU05836-t26_1
NCU10847-t26_1 (histone acetyltransferase GCN5)	1	new	NCU05916-t26_1
NCU00083-t26_1 (hypothetical protein)	1	new	NCU05916-t26_1
NCU07580-t26_1 (Cyclin-dependent protein kinase)	1	new	NCU05916-t26_1
NCU07019-t26_1 (COP9 signalosome complex subunit 6)	1	new	NCU05916-t26_1
NCU04912-t26_1 (HET domain-containing protein)	1	new	NCU06419-t26_1
NCU08821-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU02853-t26_1 (zinc finger transcription factor-35)	1	new	NCU06419-t26_1
NCU02809-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU00461-t26_1 (NAD-specific glutamate dehydrogenase)	1	new	NCU06419-t26_1
NCU07379-t26_2 (transcription factor-5)	1	new	NCU06419-t26_1
NCU07379-t26_1 (transcription factor-5)	1	new	NCU06419-t26_1
NCU07768-t26_1 (short-chain dehydrogenase/reductase SDR)	1	new	NCU06419-t26_1
NCU04544-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU01476-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU04554-t26_1 (endochitinase 1)	1	new	NCU06419-t26_1
NCU03260-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU09832-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU05953-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU09316-t26_1 (hypothetical protein)	1	new	NCU06419-t26_1
NCU07123-t26_1 (hypothetical protein)	1	new	NCU07191-t26_1
NCU09315-t26_1 (phosphorus acquisition-controlling protein)	1	new	NCU07191-t26_1
NCU05822-t26_2 (hypothetical protein, variant 1)	1	query	NCU05822-t26_1
NCU05822-t26_1 (hypothetical protein)	1	query	NCU05822-t26_2
NCU07491-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU01193-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU00860-t26_1 (ZIP family zinc transporter)	1	new	NCU02175-t26_1
NCU09240-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU00026-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU10091-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU01886-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU02295-t26_1 (phosphatidylinositol-4-phosphate 5-kinase its3)	1	new	NCU02175-t26_1
NCU01069-t26_1 (amphiphysin-like lipid raft protein)	1	new	NCU02175-t26_1
NCU00832-t26_1 (hypothetical protein)	1	query	NCU02175-t26_1
NCU06602-t26_1 (hypothetical protein)	1	new	NCU02175-t26_1
NCU00793-t26_1 (trehalose phosphate synthase)	1	new	NCU02175-t26_1
NCU09243-t26_1 (Protein transport protein SEC9)	1	new	NCU02175-t26_1
NCU10400-t26_1 (phospholipase-8)	1	new	NCU10359-t26_1
NCU06131-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU09057-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU05838-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU08516-t26_1 (aldose epimerase-1)	1	new	NCU10359-t26_1
NCU02690-t26_1 (mitochondrial integral membrane protein)	1	new	NCU10359-t26_1
NCU06585-t26_1 (radiation-sensitive 4-1)	1	new	NCU10359-t26_1
NCU08064-t26_1 (meiotically up-regulated-2)	1	new	NCU10359-t26_1
NCU11341-t26_1 (translation initiation factor eIF-2B)	1	new	NCU10359-t26_1
NCU07349-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU05157-t26_1 (cation diffusion facilitator 10)	1	new	NCU10359-t26_1
NCU07081-t26_1 (lipase-2)	1	new	NCU10359-t26_1
NCU04604-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU08273-t26_1 (plasma membrane channel protein)	1	new	NCU10359-t26_1
NCU02360-t26_1 (transmembrane protein UsgS)	1	new	NCU10359-t26_1
NCU05039-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU16742-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00695-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU10506-t26_1 (triacylglycerol lipase FGL2)	1	new	NCU10359-t26_1
NCU02523-t26_1 (Septal pore-associated protein, putative)	1	new	NCU10359-t26_1
NCU07730-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00723-t26_1 (zinc finger transcription factor-16)	1	new	NCU10359-t26_1
NCU01510-t26_1 (meiotically up-regulated-3)	1	new	NCU10359-t26_1
NCU07068-t26_1 (K(+)/H(+) antiporter 1)	1	new	NCU10359-t26_1
NCU16699-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU03205-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU07269-t26_1 (alpha-1,2-mannosidase)	1	new	NCU10359-t26_1
NCU09526-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU04941-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00678-t26_1 (glutamate decarboxylase-1)	1	new	NCU10359-t26_1
NCU08715-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU02596-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00937-t26_1 (beta-glucuronidase)	1	new	NCU10359-t26_1
NCU10933-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU06153-t26_1 (monooxygenase)	1	new	NCU10359-t26_1
NCU04667-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00814-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU08978-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU10789-t26_1 (ubiquitin-protein ligase Sel1/Ubx2)	1	new	NCU10359-t26_1
NCU04797-t26_1 (Fructose-1,6-bisphosphatase)	1	new	NCU10359-t26_1
NCU07967-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU08303-t26_1 (serine protease-16)	1	new	NCU10359-t26_1
NCU03279-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU03753-t26_1 (clock controlled protein CCG-1)	1	new	NCU10359-t26_1
NCU07340-t26_1 (exoglucanase 1)	1	new	NCU10359-t26_1
NCU04728-t26_1 (hexokinase-1)	1	new	NCU10359-t26_1
NCU07985-t26_1 (MFS transporter)	1	new	NCU10359-t26_1
NCU00226-t26_1 (MFS transporter)	1	new	NCU10359-t26_1
NCU10012-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU04908-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU07578-t26_1 (peroxisomal adenine nucleotide transporter 1)	1	new	NCU10359-t26_1
NCU02579-t26_1 (FAS1 domain-containing protein)	1	new	NCU10359-t26_1
NCU02583-t26_1 (Alpha-glucosidase)	1	new	NCU10359-t26_1
NCU07324-t26_1 (conidiation-specific protein 13)	1	new	NCU10359-t26_1
NCU04474-t26_1 (sulfite oxidase)	1	new	NCU10359-t26_1
NCU08828-t26_1 (peroxisomal hydratase-dehydrogenase-epimerase)	1	new	NCU10359-t26_1
NCU07977-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU05560-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU09451-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU00988-t26_1 (MFS quinate transporter)	1	new	NCU10359-t26_1
NCU06637-t26_2 (peroxin-24 Pex24-Penicillium chrysogenum, variant 1)	1	new	NCU10359-t26_1
NCU06637-t26_1 (peroxin-24 Pex24-Penicillium chrysogenum)	1	new	NCU10359-t26_1
NCU00029-t26_1 (ZIP metal ion transporter)	1	new	NCU10359-t26_1
NCU07273-t26_1 (hypothetical protein)	1	new	NCU10359-t26_1
NCU05564-t26_1 (peroxisomal membrane protein PEX31)	1	new	NCU10359-t26_1
NCU02580-t26_1 (fumarate reductase Osm1)	1	new	NCU10359-t26_1
NCU05069-t26_1 (FAD-dependent oxidoreductase-4)	1	new	NCU10359-t26_1
NCU02100-t26_1 (LMBR1 domain-containing protein 1)	1	new	NCU10359-t26_1
NCU17261-t26_1 (hypothetical protein)	1	new	NCU05648-t26_1
NCU01502-t26_1 (small nucleolar ribonucleoprotein complex subunit)	1	new	NCU02246-t26_1
NCU07656-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU06340-t26_1 (TPR repeat protein)	1	new	NCU02246-t26_1
NCU01651-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU02497-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU02729-t26_1 (transducin family protein)	1	new	NCU02246-t26_1
NCU00487-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU07331-t26_1 (ribosome biogenesis-56)	1	new	NCU02246-t26_1
NCU00476-t26_1 (UPF0023 family protein)	1	new	NCU02246-t26_1
NCU05222-t26_1 (CTLH domain-containing protein)	1	new	NCU02246-t26_1
NCU03425-t26_1 (threonine-2)	1	new	NCU02246-t26_1
NCU07687-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU03092-t26_1 (nuclear localization sequence binding protein)	1	new	NCU02246-t26_1
NCU00676-t26_1 (F1-ATP synthase assembly protein)	1	new	NCU02246-t26_1
NCU01257-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU09131-t26_1 (nucleolar protein 12)	1	new	NCU02246-t26_1
NCU02674-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU04485-t26_1 (rRNA maturation-7)	1	new	NCU02246-t26_1
NCU02640-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU03133-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU07295-t26_1 (mitochondrial import inner membrane translocase subunit tim-54)	1	new	NCU02246-t26_1
NCU09528-t26_1 (nucleolar protein 16)	1	new	NCU02246-t26_1
NCU03051-t26_1 (WD domain-containing protein)	1	new	NCU02246-t26_1
NCU05302-t26_1 (guanine triphosphate binding-8)	1	new	NCU02246-t26_1
NCU07547-t26_1 (phosphoprotein P0-2)	1	new	NCU02246-t26_1
NCU03963-t26_1 (5'-methylthioadenosine phosphorylase)	1	new	NCU02246-t26_1
NCU02105-t26_2 (tRNA(His) guanylyltransferase, variant 1)	1	new	NCU02246-t26_1
NCU02105-t26_1 (tRNA(His) guanylyltransferase)	1	new	NCU02246-t26_1
NCU09264-t26_1 (methionine-25)	1	new	NCU02246-t26_1
NCU01516-t26_1 (mitochondrial co-chaperone GrpE)	1	new	NCU02246-t26_1
NCU08278-t26_1 (mitochondrial carrier protein)	1	new	NCU02246-t26_1
NCU02675-t26_1 (RNA-3'-phosphate cyclase)	1	new	NCU02246-t26_1
NCU07864-t26_1 (ribosome biogenesis-57)	1	new	NCU02246-t26_1
NCU00931-t26_2 (lysyl-tRNA synthetase, variant 1)	1	new	NCU02246-t26_1
NCU09382-t26_1 (TPR domain-containing protein)	1	new	NCU02246-t26_1
NCU10292-t26_2 (porphobilinogen deaminase, variant 1)	1	new	NCU02246-t26_1
NCU10292-t26_1 (porphobilinogen deaminase)	1	new	NCU02246-t26_1
NCU05235-t26_1 (ribosome biogenesis protein RLP24)	1	new	NCU02246-t26_1
NCU02005-t26_1 (phosphoadenosine phosphosulfate reductase)	1	new	NCU02246-t26_1
NCU16968-t26_1 (cytochrome oxidase-11)	1	new	NCU02246-t26_1
NCU03235-t26_1 (sulfate permease II)	1	new	NCU02246-t26_1
NCU09437-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU09545-t26_1 (methylenetetrahydrofolate reductase 2)	1	new	NCU02246-t26_1
NCU09709-t26_1 (T-complex protein 1 subunit zeta)	1	new	NCU02246-t26_1
NCU00892-t26_2 (tetrahydrofolylpolyglutamate synthase, variant 1)	1	new	NCU02246-t26_1
NCU00892-t26_1 (Tetrahydrofolylpolyglutamate synthase)	1	new	NCU02246-t26_1
NCU00468-t26_1 (prephenate dehydrogenase)	1	new	NCU02246-t26_1
NCU16771-t26_1 (tRNA-processing-3)	1	new	NCU02246-t26_1
NCU04649-t26_1 (dehydrase)	1	new	NCU02246-t26_1
NCU08352-t26_1 (thioredoxin-disulfide reductase)	1	new	NCU02246-t26_1
NCU03798-t26_1 (mitochondrial import inner membrane translocase subunit tim-22)	1	new	NCU02246-t26_1
NCU03907-t26_1 (rRNA maturation-6)	1	new	NCU02246-t26_1
NCU00194-t26_2 (ornithine aminotransferase, variant 1)	1	new	NCU02246-t26_1
NCU00194-t26_1 (ornithine aminotransferase)	1	new	NCU02246-t26_1
NCU04138-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU09707-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU03207-t26_1 (ran GTPase activating protein 1)	1	new	NCU02246-t26_1
NCU04165-t26_1 (low-temperature viability protein ltv1)	1	new	NCU02246-t26_1
NCU04503-t26_1 (ribosome biogenesis-54)	1	new	NCU02246-t26_1
NCU08767-t26_1 (serine/threonine-protein kinase RIO1)	1	new	NCU02246-t26_1
NCU02802-t26_1 (mitochondrial ornithine carrier protein)	1	new	NCU02246-t26_1
NCU02839-t26_1 (T-complex protein 1)	1	new	NCU02246-t26_1
NCU05542-t26_1 (xanthine phosphoribosyltransferase-1)	1	new	NCU02246-t26_1
NCU08138-t26_1 (cytochrome-27)	1	new	NCU02246-t26_1
NCU02076-t26_1 (eukaryotic translation initiation factor 4E)	1	new	NCU02246-t26_1
NCU03204-t26_1 (iron-sulfur subunit-5)	1	new	NCU02246-t26_1
NCU02705-t26_1 (F1F0 ATP synthase assembly protein Atp10)	1	new	NCU02246-t26_1
NCU08825-t26_1 (cytosolic Fe-S cluster assembling factor nbp-35)	1	new	NCU02246-t26_1
NCU05782-t26_1 (ATP-dependent RNA helicase dbp-3)	1	new	NCU02246-t26_1
NCU03229-t26_1 (mitochondrial inner membrane translocase subunit TIM44)	1	new	NCU02246-t26_1
NCU03384-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU00059-t26_1 (hypothetical protein)	1	new	NCU02246-t26_1
NCU03836-t26_2 (O-sialoglycoprotein endopeptidase, variant 1)	1	new	NCU02246-t26_1
NCU03836-t26_1 (O-sialoglycoprotein endopeptidase)	1	new	NCU02246-t26_1
